record_id,road_name,contractor_name,allotted_budget_inr,amount_used_inr,budget_note,materials_used,audit_1_date,audit_1_status,audit_1_remarks,audit_2_date,audit_2_status,audit_2_remarks,audit_3_date,audit_3_status,audit_3_remarks,construction_start_date,construction_end_date,date_opened_to_public,last_maintenance_date
RW172,Saidapet Bridge Road,KSR Infrastructure Pvt. Ltd.,47100000,45001322,Within budget,Lime-treated soil (sub-base) | Wet Mix Macadam (WMM) | Bituminous Concrete (BC) Grade 1 | Fly ash bricks (side drains) | White retro-reflective paint | Flexible delineators | RCC manholes | Geotextile fabric,03-Jun-2023,Passed,Thermoplastic markings retroreflectivity tested and found satisfactory.,20-Jul-2023,Conditional Pass,Speed breaker height at 3rd location slightly above tolerance. Grind and re-inspect.,16-Oct-2023,Passed,Anti-skid surface dressing properly applied. Skid resistance test passed.,06-Aug-2022,16-Oct-2023,04-Nov-2023,12-Apr-2024
RW173,Avadi Ring Road,Durai Constructions & Co.,18200000,15783804,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,23-Feb-2021,Passed,All manhole covers flush with road surface. No tripping hazards found.,22-Apr-2021,Passed,All manhole covers flush with road surface. No tripping hazards found.,11-Nov-2021,Passed,All manhole covers flush with road surface. No tripping hazards found.,20-Dec-2020,25-Oct-2021,24-Nov-2021,12-May-2024
RW174,Mylapore Main Road,Sterling Road Builders,75400000,66258685,Within budget,Fly ash concrete (M25) | Bottom ash sub-base | PVC expansion strips | Silica fume admixture | Micro-silica blended cement | Reinforced earth retaining walls | Concrete interlocking pavers (footpath) | Cast iron manhole covers (Class D),14-Jan-2022,Passed,"Road surface free of bleeding, rutting, or cracking. Excellent condition.",01-Mar-2022,Passed,Kerb stone alignment and levelling checked. Within plus/minus 5mm tolerance.,03-Jul-2022,Passed,Drainage channels functional. Road markings and signage verified.,09-Nov-2021,14-May-2022,18-Jun-2022,15-Jul-2023
RW175,Arignar Service Road,Maha Infrastructure Pvt. Ltd.,68800000,68900000,"Overrun of Rs.100,000 approved. Reason: Bitumen price escalation",Reclaimed Asphalt Pavement (RAP) mix with virgin bitumen VG-40 | Stone matrix asphalt (SMA) top layer | Anti-stripping agent | Bituminous macadam (BM) Grade 1 | RCC box drains | Pre-cast concrete medians | Glass bead road marking | Steel crash barriers (W-beam type),15-Mar-2020,Passed,Riding quality index satisfactory. Surface texture depth adequate.,19-May-2020,Passed,Quality of base layer found satisfactory. Compaction density above 98% Proctor.,23-Jul-2020,Passed,Sub-grade moisture content within limits. No swelling observed.,28-Sep-2019,12-Jul-2020,17-Aug-2020,24-Nov-2021
RW176,Periyar Main Road,Tamil Nadu Road Dev. Corp.,30000000,30200000,"Overrun of Rs.200,000 approved. Reason: Emergency utility relocation",Polymer Modified Bitumen (PMB 40) | Modified Bituminous Concrete (MBC) | Basalt fibre reinforcement | Warm mix asphalt additive (Evotherm) | Recycled concrete aggregate (30% blend) | Tactile paving blocks | High-visibility road studs | Galvanised steel guard rails,08-Apr-2021,Passed,Expansion joints properly aligned and sealed. No spalling at edges.,12-May-2021,Passed,All manhole covers flush with road surface. No tripping hazards found.,07-Nov-2021,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,09-Aug-2020,24-Sep-2021,05-Nov-2021,29-Mar-2024
RW177,Nungambakkam Salai,RK Road Works Pvt. Ltd.,28800000,25106480,Within budget,Reclaimed Asphalt Pavement (RAP) mix with virgin bitumen VG-40 | Stone matrix asphalt (SMA) top layer | Anti-stripping agent | Bituminous macadam (BM) Grade 1 | RCC box drains | Pre-cast concrete medians | Glass bead road marking | Steel crash barriers (W-beam type),09-Sep-2021,Passed,Drainage channels functional. Road markings and signage verified.,19-Nov-2021,Passed,Crash barrier installation inspected. Meets MORTH standards.,08-Apr-2022,Passed,All manhole covers flush with road surface. No tripping hazards found.,11-Mar-2021,05-Apr-2022,19-Apr-2022,31-May-2023
RW178,Kamarajar Bridge Road,Ponni Constructions,75300000,65264168,Within budget,Lime-treated soil (sub-base) | Wet Mix Macadam (WMM) | Bituminous Concrete (BC) Grade 1 | Fly ash bricks (side drains) | White retro-reflective paint | Flexible delineators | RCC manholes | Geotextile fabric,28-Jan-2023,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,10-Mar-2023,Passed,Thermoplastic markings retroreflectivity tested and found satisfactory.,14-Apr-2023,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,07-Dec-2022,12-Mar-2023,01-Apr-2023,19-Nov-2024
RW179,Guindy Street,Kavi Civil & Infrastructure Co.,11000000,10011159,Within budget,Polymer Modified Bitumen (PMB 40) | Modified Bituminous Concrete (MBC) | Basalt fibre reinforcement | Warm mix asphalt additive (Evotherm) | Recycled concrete aggregate (30% blend) | Tactile paving blocks | High-visibility road studs | Galvanised steel guard rails,04-Oct-2019,Failed,Cracks observed near junction box. Polymer-modified bitumen filling directed.,17-Nov-2019,Passed,Thermoplastic markings retroreflectivity tested and found satisfactory.,13-Jan-2020,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,11-May-2019,21-Dec-2019,04-Jan-2020,24-Aug-2021
RW180,Velachery Street,Siva Shakti Construction Co.,66700000,57771985,Within budget,Polymer Modified Bitumen (PMB 40) | Modified Bituminous Concrete (MBC) | Basalt fibre reinforcement | Warm mix asphalt additive (Evotherm) | Recycled concrete aggregate (30% blend) | Tactile paving blocks | High-visibility road studs | Galvanised steel guard rails,07-Feb-2019,Passed,Bitumen content tested within acceptable range. Layer thickness meets IRC norms.,06-Apr-2019,Conditional Pass,Guard rail end treatment missing on south side. Complete within 1 week. Clearance pending.,21-May-2019,Passed,Speed breakers conform to IRC:99-2018 specifications. Heights verified.,06-Jan-2019,28-Apr-2019,08-May-2019,12-Apr-2020
RW181,Jayalalithaa Cross Street,Blue Sea Constructions Pvt. Ltd.,50600000,45276420,Within budget,Concrete M30 grade | River sand (Zone II) | Coarse aggregate (20mm) | HDPE drainage pipes | Pre-cast kerb stones | Anti-skid bituminous surface dressing | Solar road studs | Stormwater drain gratings (Cast iron),28-May-2022,Passed,Bitumen content tested within acceptable range. Layer thickness meets IRC norms.,04-Oct-2022,Passed,Kerb stone alignment and levelling checked. Within plus/minus 5mm tolerance.,01-Jan-2023,Passed,Riding quality index satisfactory. Surface texture depth adequate.,16-Mar-2022,21-Dec-2022,07-Jan-2023,02-Sep-2024
RW182,Manali Bridge Road,Kavi Civil & Infrastructure Co.,39800000,36911825,Within budget,Bituminous Macadam (BM) Grade 2 | Dense Bituminous Macadam (DBM) | Steel reinforcement bars (Fe500) | Portland Pozzolana Cement (PPC) | Coarse aggregates (20mm & 40mm) | Kerb stones (Granite) | Thermoplastic road marking paint | Reflective studs,12-May-2021,Passed,Anti-skid surface dressing properly applied. Skid resistance test passed.,27-May-2021,Passed,Expansion joints properly aligned and sealed. No spalling at edges.,03-Sep-2021,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",25-Jan-2021,05-Aug-2021,02-Sep-2021,01-Jul-2023
RW183,Gokhale Main Road,Bharath Infra Projects Pvt. Ltd.,49900000,51700000,"Overrun of Rs.1,800,000 approved. Reason: Bitumen price escalation",Bituminous Macadam (BM) Grade 2 | Dense Bituminous Macadam (DBM) | Steel reinforcement bars (Fe500) | Portland Pozzolana Cement (PPC) | Coarse aggregates (20mm & 40mm) | Kerb stones (Granite) | Thermoplastic road marking paint | Reflective studs,04-Sep-2024,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",04-Jan-2025,Passed,Speed breakers conform to IRC:99-2018 specifications. Heights verified.,04-Mar-2025,Passed,"Road surface free of bleeding, rutting, or cracking. Excellent condition.",01-May-2024,17-Jan-2025,27-Jan-2025,20-Mar-2025
RW184,Kamarajar Avenue,Sun Infra Builders Ltd.,36600000,37400000,"Overrun of Rs.800,000 approved. Reason: Additional median divider required",Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,28-Feb-2023,Failed,Bitumen content found low at 4.1% against required 4.8%. Layer to be redone.,02-Jun-2023,Passed,Sub-grade moisture content within limits. No swelling observed.,14-Oct-2023,Passed,Sub-grade moisture content within limits. No swelling observed.,06-Dec-2022,12-Sep-2023,21-Oct-2023,26-Apr-2025
RW185,Kamarajar Inner Ring Road,Ponni Constructions,21300000,18883274,Within budget,Reclaimed Asphalt Pavement (RAP) mix with virgin bitumen VG-40 | Stone matrix asphalt (SMA) top layer | Anti-stripping agent | Bituminous macadam (BM) Grade 1 | RCC box drains | Pre-cast concrete medians | Glass bead road marking | Steel crash barriers (W-beam type),24-Oct-2024,Passed,Anti-skid surface dressing properly applied. Skid resistance test passed.,21-Apr-2025,Passed,Sub-base CBR value above permissible limit. Approved to proceed.,13-Aug-2025,Passed,Sub-grade moisture content within limits. No swelling observed.,11-Mar-2024,24-Jul-2025,28-Aug-2025,09-Mar-2025
RW186,Indira Avenue,Metro Build Solutions Pvt. Ltd.,24800000,22170323,Within budget,Concrete M30 grade | River sand (Zone II) | Coarse aggregate (20mm) | HDPE drainage pipes | Pre-cast kerb stones | Anti-skid bituminous surface dressing | Solar road studs | Stormwater drain gratings (Cast iron),20-Apr-2022,Passed,Load deflection within permissible limits as per IRC:58-2015.,29-Jun-2022,Conditional Pass,Speed breaker height at 3rd location slightly above tolerance. Grind and re-inspect.,18-Oct-2022,Passed,All manhole covers flush with road surface. No tripping hazards found.,02-Jan-2022,02-Oct-2022,25-Oct-2022,29-Apr-2024
RW187,Subash Ring Road,Prime Infra Developers Ltd.,41500000,39406824,Within budget,Reclaimed Asphalt Pavement (RAP) mix with virgin bitumen VG-40 | Stone matrix asphalt (SMA) top layer | Anti-stripping agent | Bituminous macadam (BM) Grade 1 | RCC box drains | Pre-cast concrete medians | Glass bead road marking | Steel crash barriers (W-beam type),21-Sep-2021,Passed,Kerb stone alignment and levelling checked. Within plus/minus 5mm tolerance.,01-Oct-2021,Conditional Pass,Drainage outlet partially blocked. Debris to be cleared. Road surface approved.,30-Apr-2022,Passed,Expansion joints properly aligned and sealed. No spalling at edges.,22-Mar-2021,09-Mar-2022,22-Mar-2022,13-May-2024
RW188,Bose Street,Sri Balaji Infrastructure Pvt. Ltd.,14300000,14122099,Within budget,Lime-treated soil (sub-base) | Wet Mix Macadam (WMM) | Bituminous Concrete (BC) Grade 1 | Fly ash bricks (side drains) | White retro-reflective paint | Flexible delineators | RCC manholes | Geotextile fabric,25-Feb-2021,Passed,Joints sealed properly. No cracking observed. Road certified for use.,26-Feb-2021,Passed,Riding quality index satisfactory. Surface texture depth adequate.,03-Sep-2021,Passed,Quality of base layer found satisfactory. Compaction density above 98% Proctor.,10-Feb-2020,05-Jul-2021,09-Aug-2021,23-Nov-2022
RW189,Periyar Ring Road,Siva Shakti Construction Co.,74100000,64321083,Within budget,Reclaimed Asphalt Pavement (RAP) mix with virgin bitumen VG-40 | Stone matrix asphalt (SMA) top layer | Anti-stripping agent | Bituminous macadam (BM) Grade 1 | RCC box drains | Pre-cast concrete medians | Glass bead road marking | Steel crash barriers (W-beam type),18-Oct-2019,Passed,Quality of base layer found satisfactory. Compaction density above 98% Proctor.,13-Dec-2019,Passed,Kerb stone alignment and levelling checked. Within plus/minus 5mm tolerance.,24-Jan-2020,Passed,Speed breakers conform to IRC:99-2018 specifications. Heights verified.,08-Sep-2019,28-Dec-2019,05-Feb-2020,25-Jun-2020
RW190,Raman East Coast Road,National Highway Infra Builders,27100000,24727167,Within budget,Lime-treated soil (sub-base) | Wet Mix Macadam (WMM) | Bituminous Concrete (BC) Grade 1 | Fly ash bricks (side drains) | White retro-reflective paint | Flexible delineators | RCC manholes | Geotextile fabric,09-Sep-2019,Passed,Riding quality index satisfactory. Surface texture depth adequate.,21-Jan-2020,Passed,Joints sealed properly. No cracking observed. Road certified for use.,15-May-2020,Passed,Kerb stone alignment and levelling checked. Within plus/minus 5mm tolerance.,12-Mar-2019,19-Apr-2020,14-May-2020,05-Jun-2022
RW191,Sarabhai Extension Road,Blue Sea Constructions Pvt. Ltd.,72500000,67143115,Within budget,Bituminous Macadam (BM) Grade 2 | Dense Bituminous Macadam (DBM) | Steel reinforcement bars (Fe500) | Portland Pozzolana Cement (PPC) | Coarse aggregates (20mm & 40mm) | Kerb stones (Granite) | Thermoplastic road marking paint | Reflective studs,27-Dec-2021,Passed,Stormwater drains clear and functional. No ponding observed during simulation.,28-May-2022,Passed,Kerb stone alignment and levelling checked. Within plus/minus 5mm tolerance.,28-Jul-2022,Passed,Joints sealed properly. No cracking observed. Road certified for use.,22-Feb-2021,27-Jun-2022,29-Jul-2022,01-Mar-2024
RW192,Kalam Main Road,Pioneer Infra Projects Pvt. Ltd.,69100000,67400628,Within budget,Rigid pavement PQC M40 grade | Dowel bars (32mm dia MS) | Tie bars (16mm dia) | Joint sealant (Polyurethane) | Sub-base GSB (Granular Sub-Base) | Drainage cells (HDPE honeycomb) | Pre-fabricated expansion joints | Solar-powered road markers,29-Nov-2019,Passed,Drainage channels functional. Road markings and signage verified.,25-Jul-2020,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",22-Oct-2020,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",30-Apr-2019,15-Sep-2020,25-Oct-2020,19-Jul-2022
RW193,Guindy Junction Road,Prime Infra Developers Ltd.,13700000,13462885,Within budget,Fly ash concrete (M25) | Bottom ash sub-base | PVC expansion strips | Silica fume admixture | Micro-silica blended cement | Reinforced earth retaining walls | Concrete interlocking pavers (footpath) | Cast iron manhole covers (Class D),01-Jan-2025,Failed,Pothole formation near storm drain. Emergency patching and proper sealing ordered.,03-Feb-2025,Passed,Sub-grade moisture content within limits. No swelling observed.,20-Feb-2025,Passed,Quality of base layer found satisfactory. Compaction density above 98% Proctor.,30-Sep-2023,09-Feb-2025,15-Mar-2025,03-Mar-2025
RW194,Royapettah Tank Road,Pandian Road Builders,22500000,19717936,Within budget,Salt-resistant bituminous mix (coastal formulation) | Corrosion-resistant reinforcement (HYSD Fe415D) | Fibre-reinforced concrete (polypropylene fibres) | Marine-grade epoxy coating for kerbs | Anti-skid surface dressing | HDPE geo-membrane (damp-proofing) | LED cat eyes,23-Feb-2022,Passed,Geotextile fabric placement verified. No displacement observed.,08-Apr-2022,Passed,"Road surface free of bleeding, rutting, or cracking. Excellent condition.",23-Sep-2022,Passed,Quality of base layer found satisfactory. Compaction density above 98% Proctor.,15-Jan-2022,20-Sep-2022,11-Oct-2022,25-May-2024
RW195,Villivakkam Canal Road,National Highway Infra Builders,21300000,18634185,Within budget,Reclaimed Asphalt Pavement (RAP) mix with virgin bitumen VG-40 | Stone matrix asphalt (SMA) top layer | Anti-stripping agent | Bituminous macadam (BM) Grade 1 | RCC box drains | Pre-cast concrete medians | Glass bead road marking | Steel crash barriers (W-beam type),10-Jun-2019,Passed,Riding quality index satisfactory. Surface texture depth adequate.,08-Jul-2019,Passed,Thermoplastic markings retroreflectivity tested and found satisfactory.,04-Oct-2019,Passed,Kerb stone alignment and levelling checked. Within plus/minus 5mm tolerance.,02-May-2019,11-Aug-2019,30-Aug-2019,20-Jul-2021
RW196,Tagore Cross Street,Suresh & Sons Civil Works,41000000,35754072,Within budget,Prestressed concrete slabs | Bituminous concrete (60/70 grade) | High-strength bolts (Grade 8.8) | Expansion joints (neoprene) | Anti-glare screens | Thermoplastic road marking tape | High-mast LED lighting supports | Rubberised asphalt | RCC culverts (2m x 1.5m) | Geogrid reinforcement,07-Oct-2023,Passed,Thermoplastic markings retroreflectivity tested and found satisfactory.,22-May-2024,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",13-Sep-2024,Passed,Sub-grade moisture content within limits. No swelling observed.,10-Jun-2023,31-Jul-2024,10-Sep-2024,11-Apr-2025
RW197,Nungambakkam Bridge Road,KSR Infrastructure Pvt. Ltd.,26100000,25651871,Within budget,Fly ash concrete (M25) | Bottom ash sub-base | PVC expansion strips | Silica fume admixture | Micro-silica blended cement | Reinforced earth retaining walls | Concrete interlocking pavers (footpath) | Cast iron manhole covers (Class D),20-Oct-2021,Passed,Sub-grade moisture content within limits. No swelling observed.,13-Feb-2022,Passed,Drainage channels functional. Road markings and signage verified.,16-Oct-2022,Passed,"Road surface free of bleeding, rutting, or cracking. Excellent condition.",12-Mar-2021,19-Aug-2022,31-Aug-2022,03-Jun-2023
RW198,Tilak Cross Street,Arunachalam Road Works,15900000,15701777,Within budget,Lime-treated soil (sub-base) | Wet Mix Macadam (WMM) | Bituminous Concrete (BC) Grade 1 | Fly ash bricks (side drains) | White retro-reflective paint | Flexible delineators | RCC manholes | Geotextile fabric,26-Aug-2022,Passed,Joints sealed properly. No cracking observed. Road certified for use.,27-Oct-2022,Conditional Pass,Minor rework required on left shoulder. Main surface approved. Clearance after shoulder repair.,21-Dec-2022,Passed,Quality of base layer found satisfactory. Compaction density above 98% Proctor.,26-Jul-2022,08-Dec-2022,08-Jan-2023,08-Jul-2024
RW199,Ambedkar Loop Road,Lakshmi Infra Pvt. Ltd.,50900000,49568317,Within budget,Salt-resistant bituminous mix (coastal formulation) | Corrosion-resistant reinforcement (HYSD Fe415D) | Fibre-reinforced concrete (polypropylene fibres) | Marine-grade epoxy coating for kerbs | Anti-skid surface dressing | HDPE geo-membrane (damp-proofing) | LED cat eyes,04-Feb-2024,Passed,"All road furniture, lighting, and markings in place. Final audit cleared.",08-Sep-2024,Passed,Concrete cube strength at 28 days exceeds design strength. Approved.,19-Oct-2024,Passed,Crash barrier installation inspected. Meets MORTH standards.,11-Dec-2023,19-Sep-2024,21-Oct-2024,07-Apr-2025
RW200,Thiruvalluvar High Road,Suresh & Sons Civil Works,10000000,9832326,Within budget,Concrete M30 grade | River sand (Zone II) | Coarse aggregate (20mm) | HDPE drainage pipes | Pre-cast kerb stones | Anti-skid bituminous surface dressing | Solar road studs | Stormwater drain gratings (Cast iron),08-Feb-2021,Passed,Stormwater drains clear and functional. No ponding observed during simulation.,03-Apr-2021,Passed,All manhole covers flush with road surface. No tripping hazards found.,01-Jul-2021,Passed,All manhole covers flush with road surface. No tripping hazards found.,01-Dec-2020,27-May-2021,30-Jun-2021,11-Mar-2022
